name,experience_years,technical_score,label
Diane Riley,6.1,4,0
Jessica Green,6.0,91,0
Cody Randolph,5.0,11,0
Cassandra Edwards,6.3,100,0
Barry Carpenter,3.0,53,0
Kimberly Gross,0.0,30,1
Kara Green,1.9,67,0
Bradley Charles,9.8,79,0
Ebony Clark,3.6,97,0
Shawn Everett,9.9,64,0
Kim Jones,2.2,98,0
Anna Taylor,6.3,26,0
Andrew Rogers,2.8,24,0
Joshua Leonard,1.1,19,1
Brian Bush,6.9,60,0
Barbara Mack,5.0,20,0
Jay Moore,6.7,5,0
Emily Harris,0.5,46,1
Christopher Wolf,2.9,55,0
Michael Heath,2.5,78,0
Dr. Jeremy Gibson,8.1,97,0
Amy Braun,4.5,13,0
Donna Rogers,7.4,68,0
Lori Jackson,1.8,100,0
Danielle Soto,0.3,65,0
Michelle Nelson,1.2,30,1
Austin Pratt,7.2,75,0
Gregory Barton,5.8,53,0
Jason Jackson,2.0,86,0
Christy Scott,9.0,29,0
Justin Cross,7.8,41,0
Patricia Griffin,2.3,30,0
Christina Frye,7.4,25,0
Daniel Morris,3.8,28,0
Stacey Olson,0.7,74,0
Frederick Smith,4.8,55,0
Oscar Ware,1.4,78,0
Sara Wilson,4.5,49,0
Lisa Davenport,3.7,58,0
Jessica Farley,7.2,80,0
Linda Odonnell DVM,3.6,34,0
Tina Blackburn,2.0,16,0
Jessica Zuniga,0.3,72,0
Julia Rosales,0.6,17,1
Christopher Gordon,1.1,59,1
Timothy Brooks,4.6,21,0
Kenneth Willis,7.6,28,0
Kyle Brown,8.9,77,0
Jesse Thomas,1.6,81,0
Steve Greene,9.5,21,0
Sherri Lynch,5.8,70,0
Walter Butler,8.6,11,0
Sarah Allen,4.1,66,0
Karen Neal,4.9,27,0
Susan Kelley,5.9,59,0
Andre Reyes,2.8,93,0
Alan Estrada,4.3,31,0
Michelle West,2.5,55,0
Stephanie Smith,5.8,75,0
Miranda Lynch,9.5,73,0
William Lewis,9.0,53,0
Audrey Gutierrez,9.8,5,0
Jason Nelson,9.9,93,0
William Sanchez,7.7,4,0
Chad Maldonado,4.3,50,0
Cheryl Berry,4.8,89,0
Andrea Snyder,8.2,57,0
Tiffany Smith,5.0,10,0
Seth Collins,5.6,1,0
Michael Martin,6.9,52,0
Christopher Cruz,9.5,16,0
Christopher Walker,3.6,30,0
Michelle Howard,6.5,11,0
Thomas Gutierrez,0.2,85,0
Cynthia Beck,3.0,90,0
Hannah Johnson,4.6,73,0
Michael Robbins,7.5,3,0
Kim Scott,9.8,59,0
Robert Ross,7.7,90,0
Jennifer Evans,4.1,47,0
Jennifer Roberts,6.3,90,0
Lisa Marsh,6.3,80,0
Sharon Smith DVM,0.7,88,0
Maria Jensen,3.3,4,0
Joseph Hernandez,3.0,96,0
Luis Swanson,2.7,78,0
Christian Juarez,5.4,26,0
Kelsey Bender,7.9,10,0
Jose Russell,6.2,42,0
Alex Maldonado,7.4,7,0
Sara Ramirez,5.1,86,0
Zachary Parker,3.6,6,0
Lauren Hernandez,1.1,46,1
Adrienne Simpson,4.7,5,0
Susan Brewer,3.7,22,0
William Hamilton,6.5,90,0
Cody Payne,0.7,90,0
Jason Spencer,7.7,17,0
Jeffery Adams,9.8,30,0
Charles Spencer,5.4,83,0
Stacey Hill,4.8,96,0
Peggy Moreno,5.8,89,0
Michael Tyler,2.1,95,0
Debbie Jordan,7.6,41,0
Lisa Simon,3.5,34,0
Steven Miller,5.0,54,0
Tiffany Martin,2.8,8,0
Andrea Evans,3.7,57,0
Keith Clarke,4.9,67,0
Jessica Manning,8.3,60,0
Taylor Warner,7.1,86,0
Mark Mckee,8.3,37,0
Mrs. Kimberly Huynh,4.5,47,0
Steven Rubio,8.0,88,0
Matthew Gray,8.1,8,0
Katherine Payne,1.9,58,1
Russell Bell,0.9,50,1
Micheal Allen,9.0,36,0
Dale Mcclain,9.6,9,0
Rebecca Farrell,1.1,35,1
Karen Jones,1.1,18,1
Anne Floyd,5.0,26,0
Karen Williams,5.2,80,0
Mario Lang,0.2,53,1
Alyssa Kirk,9.7,69,0
Scott Anderson,9.3,60,0
Crystal Savage,3.5,56,0
Shelby Copeland,7.4,2,0
Savannah Rivera,2.9,8,0
Christina Wilson,0.2,29,1
Kenneth Goodwin,8.3,66,0
David Cole,6.4,52,0
Daniel Mason,5.8,83,0
Crystal Brooks,6.5,41,0
Timothy Patel,4.9,85,0
Brian Mayo,7.0,70,0
Chris Stevenson,4.5,38,0
Scott Lucas,5.7,39,0
Michael Wang,1.7,33,1
Tiffany Newton,2.3,47,0
Melissa Mccarthy,9.7,98,0
Daisy Duncan,8.5,18,0
Juan Brown,3.5,58,0
Ashley Harris,9.6,79,0
Emily Jones,9.2,91,0
Melissa Smith,5.4,23,0
Patricia Stokes,9.7,90,0
Tabitha Warren,6.9,85,0
Brandon Stevenson,7.9,20,0
Jennifer Boyd,2.4,5,0
Elizabeth Burns,9.9,73,0
Stacy Mann,1.3,33,1
William Ortiz,3.7,26,0
Taylor Stevens,5.6,4,0
Eric Rivas,6.7,44,0
Jamie King,1.5,57,1
Lauren Shelton,5.4,20,0
Mariah Nguyen,5.3,15,0
John Jacobs,9.2,51,0
Angela Hoffman,9.3,98,0
Scott Garcia,1.5,58,1
Brian Evans,9.3,19,0
Dr. Robert Allen,0.0,94,0
James Valencia,5.5,64,0
Christina Serrano,3.3,90,0
Thomas Wright,3.0,37,0
Heather Jones,9.7,96,0
Sheila Ashley,9.8,73,0
Rebecca Mack,6.7,72,0
Thomas Rodriguez,7.3,56,0
Adam Vazquez,3.4,14,0
Amanda Mays,7.3,5,0
Kristin Tanner,1.4,70,0
James Johnson,1.2,3,1
Gina Kidd,4.0,28,0
Erika Brown,4.5,11,0
Joseph Hendricks,3.3,77,0
Mary Burke,6.4,74,0
Angela Lozano,5.3,100,0
Dr. Kelly Pruitt,9.4,35,0
Emily Cox,2.0,10,0
Phillip Solis,5.4,57,0
Brian Singleton,6.8,11,0
Zachary Serrano,9.8,50,0
Brenda Bernard,1.9,40,1
Pamela Moore,6.0,65,0
Steven Oneal,9.4,85,0
Debra Cox,3.6,18,0
Susan Smith,7.2,54,0
Jesus Thomas,3.7,47,0
Robin Washington,0.1,44,1
Steven Thompson,3.5,57,0
Susan Rogers,8.7,11,0
Stacey Robbins MD,2.2,56,0
David Odom,7.4,53,0
John Cooley,8.0,36,0
Melissa Williams,1.6,93,0
Kristopher Ramirez MD,9.7,54,0
Joseph Wilson,7.3,53,0
Ernest Griffin,1.4,75,0
Edward Noble,6.0,18,0
Linda Wilson,2.1,60,0
Ann Aguilar,9.9,67,0
Justin Johnson,9.9,8,0
Jeffrey Hensley,9.3,75,0
Carla Little,7.6,11,0
Bryan Rhodes,0.1,81,0
Jessica Adams,9.1,53,0
Kelly Conway,1.7,59,1
Steven Melendez,7.1,96,0
Sean Chen,9.1,25,0
Patricia Carr,1.9,48,1
Parker Fox,2.9,62,0
Matthew Brewer,0.4,38,1
Barry Williams,8.3,38,0
Tabitha Garcia,4.9,94,0
Brandy Smith,4.6,3,0
Tyler Miller,7.9,19,0
Emily Howard,2.6,81,0
Crystal Duncan,8.3,60,0
Matthew Hampton,1.2,85,0
Victoria Wood,8.9,53,0
Malik Johnson,1.8,88,0
Christopher Schaefer,6.4,3,0
Jackie Barnett,1.2,35,1
Rachel Castro,4.9,8,0
Jonathan Woods,6.0,46,0
Debra Cross,5.8,72,0
Elizabeth Mendoza,4.4,33,0
David Mayo,6.3,60,0
Jeffrey Moran,9.7,15,0
Gabrielle Reeves,3.7,93,0
Ethan Steele,5.8,33,0
Melissa Adams,1.6,7,1
Joshua Boyd,1.5,59,1
Andrea Bates,8.8,17,0
Jamie Morgan,3.6,6,0
Cynthia Hicks,2.7,53,0
Elizabeth Palmer,6.4,45,0
Sara Todd,0.5,37,1
Joseph Griffin,5.3,9,0
Mark Hawkins,5.1,98,0
Cynthia Aguilar,6.3,97,0
Michelle Jackson,0.9,96,0
Justin Barrera,1.7,41,1
David Turner DVM,8.7,87,0
Melissa Hill,8.0,34,0
Gregory Tapia,6.9,88,0
Patricia Morales,3.6,68,0
Dorothy Reid,5.8,18,0
Mitchell Cross,0.1,66,0
Michele Stevens,2.8,99,0
Terri Hebert,4.8,43,0
James Rivas,9.2,20,0
Julie White,1.0,19,1
Cindy Hines,5.0,24,0
Stephanie Espinoza,8.0,71,0
Patrick Vincent,6.1,67,0
Joseph Gomez,8.5,91,0
Samantha Hunt,5.5,96,0
Zachary Farmer,8.0,53,0
Miranda Reyes,4.6,9,0
Mitchell Benitez,1.2,16,1
Bradley Davis,9.2,61,0
Jennifer Andrews,3.5,88,0
Cynthia Flowers,3.6,56,0
Wendy Marshall,8.9,76,0
Jessica Hayes,5.2,43,0
Penny Bates PhD,1.7,38,1
Anthony Caldwell,0.3,15,1
Valerie Smith,2.2,88,0
Rhonda Hurst,1.4,29,1
John Reed,3.1,26,0
Douglas Hunter,1.3,10,1
Duane Davis,4.2,97,0
Christine Barnes,7.8,9,0
Noah Reyes,0.2,61,0
Derrick Benitez,7.6,5,0
Jennifer Cole,2.0,4,0
Margaret Perez,7.9,65,0
Brian Jackson,5.9,60,0
Thomas Dennis,1.2,32,1
Angela Daniels,0.4,38,1
Jenny Hardy,6.7,96,0
Ashley Davis,1.0,15,1
Brittany Mckinney,9.2,26,0
Melissa Jenkins,5.9,25,0
Brian Bridges,1.8,44,1
Kristin Thomas,0.3,18,1
Stephanie Marshall,8.5,35,0
Larry Cardenas,9.5,44,0
Rebecca Vargas,3.5,64,0
Michael Weiss,7.8,78,0
James Snyder,2.4,72,0
Ruth Porter,0.7,74,0
Mrs. Elizabeth Duran,7.6,67,0
Austin Graham,2.2,24,0
Amber Williams,9.6,21,0
Samantha Brandt MD,9.0,68,0
Scott Garcia,0.0,92,0
Zachary Nash,1.0,27,1
Rodney Carey,9.2,90,0
Kevin Roach,4.7,89,0
Marie Gregory,5.9,56,0
Mario Howard,6.7,13,0
Theresa Austin,1.8,45,1
Jerry Sandoval,9.8,54,0
Lisa Ochoa,2.1,29,0
Diana Monroe,4.1,97,0
Michelle Lee,9.8,15,0
Melissa Cannon,4.7,66,0
Amanda Brown,1.4,97,0
Stacey Hinton,3.6,36,0
Amanda Gamble,5.6,5,0
Megan Wong,0.8,63,0
Misty Dominguez,1.2,36,1
George Berry,4.6,94,0
David Leblanc,3.1,56,0
Peggy Ryan,2.3,52,0
Nathan Williams,2.9,54,0
Steven Preston,1.9,8,1
Matthew Taylor,8.9,60,0
Mark Smith,9.4,47,0
Jeffrey Caldwell,1.8,86,0
Jessica Schmitt,4.9,13,0
Karen Perez,4.0,66,0
Charles Jones,6.6,10,0
Karen Patel,1.2,50,1
Donna Owen,4.0,75,0
Destiny Thomas,9.8,94,0
Leonard Salazar,9.3,21,0
Kelli Wells,0.6,25,1
Kelsey Grimes,3.4,76,0
David Harris,8.4,51,0
Lauren Williams,1.2,54,1
Robert Ferrell,7.3,35,0
Stephanie Nelson,7.6,98,0
Dr. Sean Riley,5.8,34,0
Joseph Landry,7.6,82,0
Mr. Robert Delacruz DDS,9.4,45,0
Anthony Pitts,4.8,77,0
Robert Preston,9.5,62,0
Michael Stein,5.1,18,0
Megan Hines,7.7,13,0
Jacob Summers,1.2,62,0
Andrew Rodriguez,5.0,80,0
Jessica Payne,9.4,3,0
Robin Perez,1.0,6,1
Christopher Underwood,8.3,63,0
Ryan Gonzalez,6.8,22,0
Tyler Lopez,3.8,86,0
Monica Mendoza,3.3,38,0
Michelle Jordan,6.2,12,0
Kevin Coleman,7.6,84,0
Kayla Jefferson,7.5,98,0
Heidi Martinez,4.9,59,0
Robert Marquez,2.0,84,0
Richard Richardson,5.0,64,0
Emily Smith,2.6,43,0
Matthew Burke,8.1,69,0
Lisa Barton,5.5,97,0
Michael Smith,0.3,55,1
Michael Wagner,8.8,15,0
Jonathon Green Jr.,3.8,40,0
Donald Kelly,8.5,56,0
John Lamb PhD,4.6,4,0
Julia Cooper,1.8,84,0
Patricia Tyler,8.6,38,0
Megan Garcia,8.8,21,0
Brian Smith,4.9,17,0
Kelly Collins,3.1,49,0
Ashley Hughes,4.9,14,0
Sandra Zamora,5.7,62,0
Carl Campbell,6.6,87,0
Brian Bradford,5.4,60,0
Mark Gibbs MD,4.8,20,0
Jeffrey Murphy,5.1,50,0
Sara Hubbard,2.6,75,0
Manuel Martinez,9.7,78,0
Thomas Morrison,6.8,98,0
Allison Munoz,9.8,41,0
Jordan Schroeder,0.6,75,0
Lawrence Bryant,0.5,46,1
Amanda Dalton,3.5,94,0
Michael Jacobs,5.8,97,0
April Miller,8.9,43,0
Jason Sanchez,3.8,54,0
Amy Garcia,3.5,45,0
Vanessa Gonzales,4.1,7,0
Sandra Cole,6.6,31,0
Brittney Chase,2.3,39,0
Ricky Miles,5.9,88,0
Jessica Maldonado,0.7,39,1
William Perez,1.1,21,1
Michael Moore,0.2,41,1
Christopher Johnson,0.4,84,0
Hannah Mcconnell,8.6,72,0
Brian Ballard,5.1,53,0
Pamela Bernard,2.7,89,0
Taylor Yu,4.7,2,0
Katherine Hodge,9.9,48,0
Heidi Day,5.7,41,0
James Underwood,5.7,62,0
Julia Horne,1.0,86,0
Martha Silva,2.1,63,0
Daniel Lloyd,5.0,97,0
Deborah Hunt,6.7,21,0
William Wang,6.1,46,0
Rebecca Guzman,9.7,25,0
Kaitlin Anderson,5.0,100,0
Steven Watson,0.8,68,0
John Sweeney,2.1,33,0
Nathan Reid,0.5,73,0
April Leon,4.0,28,0
Joann Hill,6.2,11,0
Joseph Robinson,7.2,74,0
Thomas Martin,0.9,43,1
Tiffany Parker MD,2.7,72,0
Amber Tucker,8.0,60,0
Randall Hernandez,4.3,44,0
Theodore Brooks,8.0,83,0
Becky Krueger,8.2,64,0
David Ray,8.0,55,0
Karen Scott,6.6,40,0
Pamela Mcdonald,2.0,51,0
Carlos Elliott,2.5,65,0
Miguel Campbell,4.5,97,0
Michael Gordon,5.5,2,0
Brandon Hughes,6.3,66,0
Caleb Lee,8.6,73,0
Bryan Nichols,5.0,84,0
Diana Perez,9.6,95,0
Tracy Miller,9.4,34,0
Jennifer Smith,9.4,68,0
Tonya Taylor,8.1,98,0
Jennifer Hernandez,9.1,72,0
Christopher Wright,7.3,7,0
Sierra Young,5.2,46,0
Jonathan Berry,4.6,30,0
Paul Ryan,1.5,87,0
Sharon Francis,7.7,55,0
Victoria Garcia,4.1,8,0
Leslie Navarro,6.3,52,0
Sandra Frye,2.7,36,0
Mark Reyes,6.5,32,0
Bridget Rodriguez,6.9,30,0
Jennifer Dyer,4.1,14,0
Brian Black,1.5,3,1
Patricia Sanchez,2.5,39,0
Michelle Burke,4.6,71,0
Angelica Garcia,9.9,54,0
Linda Donovan,6.5,4,0
Jeremy Wilson,2.0,34,0
Lynn Knapp,1.4,33,1
Donald Willis,7.9,35,0
David Terrell,6.6,22,0
Michael Boyd,6.4,5,0
Mark Madden,9.6,62,0
Cynthia Harvey,7.8,7,0
Debra Lee,8.6,10,0
Dr. Keith Baker,3.1,38,0
Kirsten Johnson,8.7,52,0
Austin Nelson,9.0,85,0
Donna Nguyen,6.6,11,0
Kenneth Murillo,4.0,92,0
Leslie Anderson,8.4,30,0
Sandra Livingston,1.1,94,0
Jennifer Bailey,5.0,15,0
Cynthia Lozano,5.2,74,0
Angel Carson,9.5,67,0
Nicole Lopez,2.5,11,0
Donna Hughes,2.4,15,0
Aimee Riggs,7.7,40,0
Ashley Waters,3.3,74,0
Susan Bryant,7.4,95,0
Elizabeth Jensen,7.4,54,0
Margaret Johnson,2.2,13,0
Katherine Melton,1.8,35,1
Keith Simpson,4.4,32,0
Barbara Brock,8.6,7,0
Scott Gonzalez,4.9,47,0
Jason Turner,7.0,14,0
Steven Wilson,3.2,54,0
Susan Anderson,4.7,31,0
Kevin Williamson,9.6,100,0
Karen Gibson,9.4,46,0
Christopher Lyons,4.8,47,0
Sheila Cox,8.2,2,0
Patrick Jones,6.5,77,0
Jason Schneider,0.3,94,0
Jeffery Ochoa,6.6,6,0
Robert Barajas,6.9,100,0
Brittany Robbins,6.7,32,0
Jamie Bush,5.5,39,0
Ryan Cannon,6.4,89,0
Melissa Collins,3.6,87,0
Jennifer Berry,1.2,30,1
Amanda Moreno,8.6,49,0
Richard Chaney,0.1,50,1
Meredith Jackson,9.3,32,0
Jodi Salinas,3.0,96,0
Robert Banks,2.4,26,0
Clayton Mack,8.6,20,0
Jessica Williams,9.2,80,0
Brooke Torres,3.2,98,0
Paul Wilkinson,6.4,4,0
Ronald Mckenzie,2.7,10,0
Charles Lopez Jr.,8.2,62,0
Alan Chaney,4.7,52,0
Tyler Butler,9.3,42,0
Wanda Gonzalez,7.2,12,0
Julia Ochoa,8.2,89,0
Lauren Johnson,2.6,8,0
Adam Reed,3.5,77,0
Rebecca Garcia,7.3,70,0
Lance Valentine,7.4,58,0
Laurie Martinez,7.0,97,0
Jessica Smith,0.5,82,0
Wesley Robinson,1.8,56,1
Anthony Costa,7.9,17,0
Michael Rose,0.0,25,1
Lisa Mills,6.3,40,0
Mary Young,5.8,14,0
David Carter,1.6,66,0
Jennifer Chan,7.1,98,0
Ronald Villanueva,8.3,97,0
Lauren Morgan MD,1.3,76,0
Pam Tapia,6.9,40,0
Lori Banks,4.5,94,0
Garrett Walsh,1.3,22,1
Kevin Davis DDS,6.9,41,0
Philip Mckinney,8.0,25,0
Kevin Fernandez,0.8,47,1
Amber Sherman,1.8,48,1
Amanda Kirby,9.4,73,0
Stephanie Gregory,2.2,2,0
Shannon Bridges,9.2,82,0
Micheal Perez,6.1,29,0
Wayne Paul,9.1,59,0
Richard Williams,2.0,89,0
Kelly Payne,8.5,6,0
Paul Rodgers,4.0,54,0
James Mills,6.0,19,0
Kristen Wiggins,0.9,47,1
Timothy Garcia,1.7,72,0
Lisa Palmer,1.2,91,0
Steve Ramos,5.3,98,0
Heidi Barton,9.2,58,0
Kevin Day,8.3,63,0
Shawn Hernandez,1.2,91,0
John Kim,2.0,100,0
Eric Deleon,2.7,95,0
Keith Beard,4.9,16,0
Ryan Medina,4.3,26,0
Michael Brown,6.0,36,0
Seth Smith,7.3,24,0
Bryan Andrews,4.2,52,0
Patricia Wilson,7.9,3,0
Dustin Ellison,2.9,33,0
Darin Gonzalez,2.4,57,0
Beth Riddle,9.1,47,0
Betty Shepard,5.8,82,0
Jodi Casey,4.6,1,0
Debbie Hall,4.7,41,0
Brian Rose,9.7,50,0
Roberta Blankenship,6.9,91,0
Holly Thompson,3.8,54,0
Elizabeth Gutierrez,7.4,32,0
Alyssa Smith,0.7,71,0
Taylor Richardson,0.6,42,1
Jonathan Powell,9.3,60,0
Diana Flores,9.1,77,0
Suzanne Santana,9.4,76,0
William Miller,7.1,5,0
Christopher Gibson,0.1,64,0
Stephanie Mitchell,6.2,38,0
Mary King,9.8,85,0
Michael Allen,3.7,71,0
Julian Crawford,0.4,22,1
Erin Valentine,2.6,64,0
Jamie Hull,4.9,43,0
Connie Scott,8.8,16,0
Preston Taylor,0.9,90,0
Ashley Wheeler,5.3,18,0
Steven Peterson PhD,2.6,40,0
Heather Brown,0.4,16,1
Alyssa Gardner,5.0,35,0
Nicole Guerra,7.5,55,0
Anthony Allen,2.8,33,0
Aaron Dunn,6.1,97,0
Victoria Wang,9.3,66,0
Erin Franklin DVM,3.1,21,0
Katherine Harris,3.2,62,0
Ronald Soto,7.6,19,0
Courtney Massey,5.6,84,0
James Rice,6.4,56,0
Jay Galloway,0.5,19,1
Christina Ramirez,0.5,23,1
Joel Valdez,0.4,33,1
Kyle Wilkins,1.6,59,1
Valerie Brown,4.4,63,0
Blake Smith,0.4,45,1
Debbie Patel,9.9,71,0
Jessica Mendez,4.9,63,0
Amber Alvarado,1.1,92,0
Chris Welch,8.7,15,0
John Finley,3.5,26,0
Adam Nelson,8.7,23,0
Mrs. Katie Wilson DDS,8.3,95,0
Stacy Rivera,5.1,34,0
Andrew Nunez,5.6,84,0
Sean Ramirez,5.9,74,0
Claudia Garza,10.0,0,0
Zachary Jones,5.3,73,0
Jessica Reyes,1.8,9,1
Melissa Spencer,2.5,63,0
Crystal Jordan,6.8,42,0
Michael Ford,0.3,87,0
Cory Fields,9.8,15,0
Brianna Rangel,3.9,75,0
Raymond Sanchez,9.3,13,0
John Coleman,8.4,19,0
William Hampton,0.3,58,1
Justin Strong,8.3,84,0
Karen Jones,4.8,80,0
James Mccoy,9.6,76,0
Austin Swanson,6.6,42,0
Christian Edwards,9.7,83,0
Alicia Jones,6.2,57,0
Brittany Navarro,3.2,93,0
Michelle Jackson,10.0,72,0
Linda Burns,1.3,6,1
Robert Miller,8.0,36,0
Melinda Dean,3.2,7,0
Lisa Henderson,7.4,70,0
Samantha Burke,9.5,48,0
Megan Robertson,0.9,32,1
Jared Stanley,1.8,98,0
Karen Williams,8.7,11,0
Karen Huffman,0.2,26,1
Karen Adams,1.6,99,0
Brianna Bell,4.0,82,0
Alicia Martinez,7.5,83,0
Dawn Tyler,1.5,38,1
Kenneth Williams,4.9,55,0
Kristen Wilkerson,7.4,39,0
Ernest Hinton,9.0,77,0
William Garner,1.3,85,0
Heidi Norman,1.0,47,1
Christopher Davis,5.1,62,0
Kayla Foster,4.5,49,0
Travis Horton,4.8,72,0
Paul Rollins,6.0,11,0
Bryan Rice,7.6,47,0
Ricky Williams,6.1,55,0
Phillip Stewart,6.3,11,0
Ricky Fisher,0.4,43,1
Jose Bentley,9.7,86,0
Steven Cole,2.2,87,0
Jonathan Cox,7.1,63,0
David White,5.3,82,0
Steven Harvey,5.2,37,0
Anne Wilkinson,4.7,10,0
Derrick Woodard,9.1,61,0
Kimberly Jacobson,3.0,16,0
John Heath,6.8,38,0
Monica Deleon,8.4,66,0
Brett Pham,4.3,72,0
Jessica Foster,0.5,9,1
Michelle Newman,9.2,65,0
Kevin Phillips,1.1,54,1
Lisa Hudson,4.1,59,0
Joseph Walker,6.6,72,0
Karla Munoz,8.1,45,0
Aaron Pace,2.5,10,0
Michael Turner,7.7,2,0
Patrick Davis,1.1,84,0
Benjamin Garcia,4.6,100,0
Theodore Lawson,1.8,50,1
Joseph Young,0.5,53,1
Karen Hubbard,8.8,38,0
Steven Robinson,3.1,92,0
Cindy Hanna,4.5,85,0
Melissa Reid,4.5,33,0
Jacqueline Fisher,3.4,23,0
Jon Kim,2.1,10,0
Glen Simpson DDS,7.5,77,0
Brian White,2.6,86,0
Devin Lamb,1.1,68,0
Linda Henderson,0.2,50,1
Nicholas Cox,1.2,21,1
Robert Wilson,6.6,58,0
Travis Foster,6.9,84,0
Frank Johnson,9.7,77,0
Teresa Ramos DDS,7.3,38,0
Travis Higgins,6.2,78,0
Christopher Allen,3.6,86,0
Julia Knight,9.6,86,0
David Castro,3.9,38,0
Charles Ramirez,0.9,17,1
Taylor Arellano,0.1,14,1
Brandon Fletcher,8.2,89,0
Victoria Delgado,9.7,3,0
Melanie Douglas,2.1,83,0
Austin Conrad,1.5,30,1
Jordan Anderson,4.4,80,0
Jeremy Chavez,8.6,68,0
Brett Hoover,1.9,38,1
Steven Lawson,7.7,18,0
Jennifer Carpenter,4.7,2,0
Amber Garcia,1.2,19,1
Laurie Pearson,7.4,56,0
Kelly Cortez,9.6,60,0
Shawn Castro,0.2,57,1
Allison Reeves,5.9,25,0
Diana Holland,2.9,50,0
Russell Prince,0.5,1,1
Henry Nguyen,1.0,91,0
Allison Harris,4.3,53,0
Charles Yates,8.5,94,0
Aaron Glover,5.8,93,0
Joseph Robbins,5.5,37,0
Nathan Day,0.4,51,1
Charles Carlson,4.9,75,0
Cassidy Taylor,7.2,86,0
Heather Reilly,9.1,62,0
Garrett Davidson,2.3,7,0
Karen Cox,5.3,54,0
Emily Lopez,5.8,70,0
Nancy Valdez,0.6,82,0
Lori Robinson,4.2,60,0
Brad Arnold,1.2,79,0
Nicole Simon,9.4,44,0
Mary Wagner,4.5,55,0
Dawn Martinez,0.2,36,1
Keith Edwards,7.3,60,0
Mike Hicks,3.4,29,0
Karen Nelson,5.1,75,0
Miss Lacey Lucas DVM,9.1,43,0
Aaron Mata,9.2,91,0
Desiree Mitchell,6.6,16,0
Tyler Brown,8.8,92,0
Sarah Moss,7.1,53,0
Leslie Alexander,8.3,86,0
Tamara Adams,6.5,46,0
Natalie Johnson,8.0,20,0
Hayden Daniels,6.2,36,0
Ms. Felicia Wright,6.9,11,0
Craig Reynolds,6.7,16,0
Brian Mckee,1.7,20,1
Suzanne Galloway,6.1,12,0
Richard Cooper,7.9,63,0
Robert Weaver,3.0,26,0
Douglas Davis,5.6,2,0
Amy Foster,3.6,33,0
Meghan Gomez,3.6,20,0
Ricky Rosales,1.7,64,0
Cassandra Bailey,0.3,8,1
Carolyn Austin,3.4,14,0
Kristina Nichols,6.2,15,0
Melanie Wilkins,5.6,62,0
Nancy Scott,2.6,43,0
Denise Pham,7.8,98,0
Michelle Walters,0.5,71,0
Carrie Hernandez,2.7,19,0
Christopher Scott,8.5,65,0
Christopher Savage,6.0,13,0
Edward White,7.1,56,0
David Carpenter,8.0,96,0
Corey Figueroa,1.1,13,1
Eric Costa,7.8,78,0
Karen Hall DVM,7.8,13,0
Daniel Smith,8.2,5,0
Daniel Burns,5.1,21,0
Paul Vasquez,6.3,26,0
Bridget Singh,9.1,20,0
Michael Swanson,7.3,90,0
Sue Thompson,4.4,64,0
Megan Johnson,5.0,12,0
Donna Flores,1.5,46,1
Jacqueline Ortega,3.3,17,0
Tricia Williams,1.2,25,1
Kristin Cantu,4.4,53,0
Caitlin Miller,7.7,0,0
Mary Wilson,2.5,60,0
Miguel Shaw,3.4,64,0
Raymond Foster,1.7,34,1
Scott May,3.7,96,0
Kenneth Johnson,4.2,80,0
Andre Valencia,6.6,19,0
Luis Sosa,7.5,67,0
Jacob Johnson,4.2,29,0
Toni Harper,1.4,54,1
Jacqueline Wilson,4.1,52,0
Justin Lucas,9.0,66,0
Christopher Daniels,7.9,46,0
Mindy Arnold,9.4,56,0
Megan Fisher,1.5,1,1
Thomas Rojas,7.2,66,0
Amber Fox,9.4,10,0
Nicole Herman,3.4,51,0
Sandra Smith,9.8,21,0
Marissa Osborne,4.3,50,0
Veronica Ferguson,7.6,84,0
Mariah Leach,9.2,19,0
Barbara Quinn,9.0,7,0
Claudia Sanchez,9.8,91,0
Tanya Bennett,8.0,66,0
Alexandria Woods,9.7,53,0
Penny Garcia,4.0,87,0
Suzanne Durham,7.0,38,0
Christopher Richardson MD,7.2,40,0
Christopher Tucker,9.1,1,0
Molly Hebert,8.3,67,0
Judith Powers,6.1,18,0
Mark Mcneil,7.0,57,0
Marc Parsons,6.4,69,0
Robert Shaw,6.2,79,0
Holly Wolf,6.5,89,0
Benjamin Hanson,3.5,100,0
Richard Wilson,6.5,99,0
Matthew Hunt,2.0,38,0
Madison Mora,0.8,68,0
Amanda Lewis,3.3,92,0
Henry Finley,7.2,16,0
Kelly Martin,5.2,69,0
Rebecca Jones,2.8,11,0
Ronnie Watson,5.1,39,0
Crystal Banks,5.2,96,0
Adam Bradley,6.4,2,0
Matthew Schaefer,0.3,69,0
Bobby Newman,5.9,30,0
Christine Sanchez,8.3,38,0
Kevin Miller,7.3,64,0
Micheal Martin,1.1,7,1
Kari Johnson,8.4,33,0
Kathy Johnson,6.3,45,0
Kristy Ellis,1.2,96,0
Matthew Jones,6.5,15,0
William Turner,4.5,73,0
Tammy Becker,7.4,58,0
Ernest Walsh,3.4,30,0
Christine Gonzales,8.1,74,0
Jennifer Perry,5.7,80,0
David White,6.7,76,0
Aaron Juarez,2.3,38,0
Gloria Mccarthy,2.8,100,0
Kim White,8.2,73,0
Kevin Davis,6.7,91,0
Christopher Davis,3.8,94,0
Shelly Shelton,2.5,41,0
